Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,061055,1909,05,19.6,Y
IDCJAC0002,061055,1909,06,17.0,Y
IDCJAC0002,061055,1909,07,15.1,Y
IDCJAC0002,061055,1909,08,17.1,Y
IDCJAC0002,061055,1909,09,18.6,Y
IDCJAC0002,061055,1909,10,21.6,Y
IDCJAC0002,061055,1909,11,22.2,Y
IDCJAC0002,061055,1909,12,23.7,Y
IDCJAC0002,061055,1910,01,24.7,Y
IDCJAC0002,061055,1910,02,25.2,Y
IDCJAC0002,061055,1910,03,23.1,Y
IDCJAC0002,061055,1910,04,22.9,Y
IDCJAC0002,061055,1910,05,20.8,Y
IDCJAC0002,061055,1910,06,17.1,Y
IDCJAC0002,061055,1910,07,15.8,Y
IDCJAC0002,061055,1910,08,18.9,Y
IDCJAC0002,061055,1910,09,19.5,Y
IDCJAC0002,061055,1910,10,21.4,Y
IDCJAC0002,061055,1910,11,21.7,Y
IDCJAC0002,061055,1910,12,24.3,Y
IDCJAC0002,061055,1911,01,23.8,Y
IDCJAC0002,061055,1911,02,24.3,Y
IDCJAC0002,061055,1911,03,23.8,Y
IDCJAC0002,061055,1911,04,21.5,Y
IDCJAC0002,061055,1911,05,19.8,Y
IDCJAC0002,061055,1911,06,16.3,Y
IDCJAC0002,061055,1911,07,16.6,Y
IDCJAC0002,061055,1911,08,17.3,Y
IDCJAC0002,061055,1911,09,20.7,Y
IDCJAC0002,061055,1911,10,21.4,Y
IDCJAC0002,061055,1911,11,24.5,Y
IDCJAC0002,061055,1911,12,26.7,Y
IDCJAC0002,061055,1912,01,25.2,Y
IDCJAC0002,061055,1912,02,24.8,Y
IDCJAC0002,061055,1912,03,24.6,Y
IDCJAC0002,061055,1912,04,22.3,Y
IDCJAC0002,061055,1912,05,18.8,Y
